local_path,id,user_nid,date_taken,capture_device,lon,lat,autotags,ISO,shutter,aperture,focal,count,modelyear,type,stype,size,emp,make,date,year,month,isoweekday,hour,secpast,photo_url,views,faves,density,geopoint,p1_km,p2_km,p3_km,p4_km
/Users/damoncrockett/Desktop/astrophotography_data/images/4719821726_ccbb02fd86.jpg,4719821726,99908991@N00,2010-06-20 22:17:10.0,,-76.987938,39.647237,"abstract:0.5070,black background:0.7590,black:0.7590,bubble:0.8560,full moon:0.6890,lunar:0.8590,moon:0.8590,nature:0.8590,sun:0.5280",,,,,,,,,,,,2010-06-20 22:17:10,2010,6,7,22,493424230.0,http://www.flickr.com/photos/99908991@N00/4719821726/,280,0,0.000390854298146,POINT (-76.987938 39.647237),5998.33358046,499.767308315,22871.9174958,8176.54926314
/Users/damoncrockett/Desktop/astrophotography_data/images/3149039897_836ffdf88d.jpg,3149039897,99858941@N00,2008-12-29 03:07:22.0,NIKON+CORPORATION+NIKON+D40,-84.683303,39.140845,"black:0.7930,full moon:0.6210,lunar:0.6210,monochrome:0.9150,moon:0.6210,nature:0.6210,outdoor:0.9240,storm:0.5180",800,15,3.5,18.0,78.0,2006.0,dslr,ccd,367.35,6.0,NIKON,2008-12-29 03:07:22,2008,12,1,3,446872042.0,http://www.flickr.com/photos/99858941@N00/3149039897/,"50,322",86,0.000416908180433,POINT (-84.68330300000001 39.140845),6561.48006857,190.675317265,23443.8137177,8286.93447906
/Users/damoncrockett/Desktop/astrophotography_data/images/4890708189_2ff70aebfa.jpg,4890708189,9979322@N06,2010-08-13 21:12:57.0,Canon+EOS+REBEL+T1i,-81.208126,37.880561,"blue:0.9300,cloud:0.9550,dusk:0.9290,fog:0.6970,full moon:0.7620,lunar:0.8180,moon:0.8180,nature:0.8180,night:0.6470,outdoor:0.9700,photo border:0.9190,rainbow:0.5310,sea:0.5540,serene:0.8200,sky:0.9790,storm:0.5440,sun:0.9300,sunlight:0.8010,sunrise:0.7430,sunset:0.8600",400,9,3.5,42.0,165.0,2009.0,dslr,cmos,332.27,15.0,CANON,2010-08-13 21:12:57,2010,8,5,21,498085977.0,http://www.flickr.com/photos/9979322@N06/4890708189/,148,0,0.000396411900896,POINT (-81.20812600000001 37.880561),6337.06813438,282.047936415,23122.1976998,8069.46715993
/Users/damoncrockett/Desktop/astrophotography_data/images/4798192132_7c60e9ddcd.jpg,4798192132,9979322@N06,2010-07-14 21:39:22.0,Canon+EOS+REBEL+T1i,-80.96632,37.899916,"dusk:0.8670,full moon:0.7480,lunar:0.7480,moon:0.7480,nature:0.7480,outdoor:0.9680,sky:0.9150,sun:0.6840,sunrise:0.5270",400,4,8,53.0,165.0,2009.0,dslr,cmos,332.27,15.0,CANON,2010-07-14 21:39:22,2010,7,3,21,495495562.0,http://www.flickr.com/photos/9979322@N06/4798192132/,68,0,0.000396078555737,POINT (-80.96632 37.899916),6319.33632272,290.866144079,23104.3059737,8066.1959955
/Users/damoncrockett/Desktop/astrophotography_data/images/8273087095_013ec27dd1.jpg,8273087095,97839409@N00,2012-12-13 19:57:29.0,SONY+SLT-A65V,-82.763989,33.561205,"abstract:0.7450,black background:0.9260,black:0.9260,lunar:0.6820,minimalism:0.5490,monochrome:0.9570,moon:0.6820,nature:0.6820,night:0.6760,rain:0.5350,texture:0.9140",3200,25,,,94.0,2011.0,dslr,cmos,372.88,24.0,SONY,2012-12-13 19:57:29,2012,12,4,19,571780649.0,http://www.flickr.com/photos/97839409@N00/8273087095/,39,0,0.000282140699736,POINT (-82.763989 33.561205),6556.53258153,723.685794628,23066.847931,7644.49573755
/Users/damoncrockett/Desktop/astrophotography_data/images/8273086961_0b692b6677.jpg,8273086961,97839409@N00,2012-12-13 19:59:21.0,SONY+SLT-A65V,-82.764017,33.561208,"abstract:0.6270,black background:0.8900,black:0.8900,full moon:0.5990,lunar:0.8000,moon:0.8000,nature:0.8000,night:0.6470,texture:0.8560",3200,25,,,94.0,2011.0,dslr,cmos,372.88,24.0,SONY,2012-12-13 19:59:21,2012,12,4,19,571780761.0,http://www.flickr.com/photos/97839409@N00/8273086961/,35,0,0.000282140802257,POINT (-82.76401700000001 33.561208),6556.53446845,723.685445152,23066.8502343,7644.49676429
/Users/damoncrockett/Desktop/astrophotography_data/images/8273086813_976492878b.jpg,8273086813,97839409@N00,2012-12-13 20:02:23.0,SONY+SLT-A65V,-82.764031,33.5612,"abstract:0.7490,black background:0.8440,black:0.8440,lunar:0.7650,minimalism:0.5320,monochrome:0.9110,moon:0.7650,nature:0.7650,night:0.6430,texture:0.8510",3200,25,,,94.0,2011.0,dslr,cmos,372.88,24.0,SONY,2012-12-13 20:02:23,2012,12,4,20,571780943.0,http://www.flickr.com/photos/97839409@N00/8273086813/,38,0,0.000282140558782,POINT (-82.764031 33.5612),6556.53568577,723.68632084,23066.8510089,7644.4962664
/Users/damoncrockett/Desktop/astrophotography_data/images/8273113045_9b42034028.jpg,8273113045,97839409@N00,2012-12-13 19:33:41.0,SONY+SLT-A77V,-82.764042,33.561222,"abstract:0.8200,black background:0.8150,black:0.8150,lunar:0.7880,minimalism:0.7230,monochrome:0.9960,moon:0.7880,nature:0.7880,night:0.6570,ocean floor:0.5610,outdoor:0.7700,sky:0.9030,texture:0.9020,underwater:0.6100,water:0.6100",1250,25,3.5,10.0,20.0,2011.0,dslr,cmos,366.6,24.0,SONY,2012-12-13 19:33:41,2012,12,4,19,571779221.0,http://www.flickr.com/photos/97839409@N00/8273113045/,73,0,0.000282141245037,POINT (-82.764042 33.56122199999999),6556.53582683,723.683881305,23066.8527404,7644.49888618
/Users/damoncrockett/Desktop/astrophotography_data/images/8273113181_109a2137fc.jpg,8273113181,97839409@N00,2012-12-13 19:31:40.0,SONY+SLT-A77V,-82.764056,33.561205,"abstract:0.7800,aurora:0.5370,black background:0.8030,black:0.8030,blue:0.9020,cloud:0.5170,lunar:0.7830,minimalism:0.7030,monochrome:0.9820,moon:0.7830,nature:0.7830,night:0.6520,ocean floor:0.5070,outdoor:0.8620,sky:0.9090,texture:0.8830",1000,25,3.5,10.0,20.0,2011.0,dslr,cmos,366.6,24.0,SONY,2012-12-13 19:31:40,2012,12,4,19,571779100.0,http://www.flickr.com/photos/97839409@N00/8273113181/,71,0,0.000282140722339,POINT (-82.76405600000001 33.561205),6556.5373036,723.685752136,23066.8531576,7644.49743025
/Users/damoncrockett/Desktop/astrophotography_data/images/8273085681_f24903ab27.jpg,8273085681,97839409@N00,2012-12-13 21:20:19.0,SONY+SLT-A65V,-82.763995,33.561152,"abstract:0.8910,aurora:0.7440,black background:0.9680,black:0.9680,bubble:0.5490,lunar:0.8280,minimalism:0.6630,moon:0.8280,nature:0.8280,night:0.7980,quirky:0.6480,rain:0.7120,serene:0.6770,surreal:0.6250,texture:0.8010,water:0.6650",1600,30,,,94.0,2011.0,dslr,cmos,372.88,24.0,SONY,2012-12-13 21:20:19,2012,12,4,21,571785619.0,http://www.flickr.com/photos/97839409@N00/8273085681/,35,0,0.00028213905745,POINT (-82.76399499999999 33.561152),6556.53453225,723.69165108,23066.8462949,7644.49024734
/Users/damoncrockett/Desktop/astrophotography_data/images/8273085583_a36dc098a3.jpg,8273085583,97839409@N00,2012-12-13 21:22:08.0,SONY+SLT-A65V,-82.763989,33.561158,"abstract:0.5900,art:0.5010,aurora:0.7720,black background:0.9630,black:0.9630,full moon:0.5140,light painting:0.5010,lunar:0.7830,monochrome:0.9670,moon:0.7830,nature:0.7830,night:0.8130,outdoor:0.7790,quirky:0.5080,rain:0.6710,serene:0.5700,texture:0.6070,underwater:0.6000,water:0.6000",1600,30,,,94.0,2011.0,dslr,cmos,372.88,24.0,SONY,2012-12-13 21:22:08,2012,12,4,21,571785728.0,http://www.flickr.com/photos/97839409@N00/8273085583/,33,0,0.000282139241574,POINT (-82.763989 33.561158),6556.53393642,723.690991462,23066.8460651,7644.49073445
/Users/damoncrockett/Desktop/astrophotography_data/images/8273085479_c60fcecc93.jpg,8273085479,97839409@N00,2012-12-13 21:23:28.0,SONY+SLT-A65V,-82.763989,33.561158,"abstract:0.6450,aurora:0.7360,black background:0.9700,black:0.9700,full moon:0.5250,lunar:0.7970,monochrome:0.9590,moon:0.7970,nature:0.7970,night:0.8140,outdoor:0.8250,quirky:0.5320,rain:0.6800,serene:0.6130,texture:0.6970,underwater:0.5010,water:0.5040",1600,30,,,94.0,2011.0,dslr,cmos,372.88,24.0,SONY,2012-12-13 21:23:28,2012,12,4,21,571785808.0,http://www.flickr.com/photos/97839409@N00/8273085479/,37,0,0.000282139241574,POINT (-82.763989 33.561158),6556.53393642,723.690991462,23066.8460651,7644.49073445
/Users/damoncrockett/Desktop/astrophotography_data/images/8273113379_541000dbaa.jpg,8273113379,97839409@N00,2012-12-13 18:05:12.0,SONY+SLT-A77V,-82.764037,33.561236,"dusk:0.5420,field:0.6640,lake:0.6360,lakefront:0.7200,landscape:0.7200,meadow:0.6200,nature:0.7200,outdoor:0.9780,plain:0.5010,reservoir:0.5300,river:0.5030,riverbank:0.5590,serene:0.6460,sky:0.9090,slope:0.5590,sunset:0.5100,symmetry:0.5090,water:0.5300",50,1%2F80,5.6,10.0,20.0,2011.0,dslr,cmos,366.6,24.0,SONY,2012-12-13 18:05:12,2012,12,4,18,571773912.0,http://www.flickr.com/photos/97839409@N00/8273113379/,68,0,0.000282141677696,POINT (-82.764037 33.561236),6556.53507086,723.682336482,23066.8529061,7644.50025015
