local_path,id,user_nid,date_taken,capture_device,lon,lat,autotags,ISO,shutter,aperture,focal,count,modelyear,type,stype,size,emp,make,date,year,month,isoweekday,hour,secpast,photo_url,views,faves,density,geopoint,p1_km,p2_km,p3_km,p4_km
/Users/damoncrockett/Desktop/astrophotography_data/images/4357755499_c69dce7655.jpg,4357755499,80105000@N00,2010-02-13 01:08:09.0,Canon+EOS+5D+Mark+II,-53.92785,-30.840341,"gravel:0.5610,gray:0.5480,nature:0.5610,path:0.5790,rock:0.5610,texture:0.9290",1600,20,1.6,85.0,124.0,2008.0,dslr,cmos,864.0,21.0,CANON,2010-02-13 01:08:09,2010,2,6,1,482375289.0,http://www.flickr.com/photos/80105000@N00/4357755499/,"2,400",1,3.52639893753e-05,POINT (-53.92785 -30.840341),9789.021141,8221.64983447,19153.8294021,667.74053608
/Users/damoncrockett/Desktop/astrophotography_data/images/4359631858_cc46a2c816.jpg,4359631858,80105000@N00,2010-02-13 01:16:11.0,Canon+EOS+5D+Mark+II,-53.927335,-30.840009,"abstract:0.5070,path:0.6830,texture:0.9570",1600,20,1.4,85.0,124.0,2008.0,dslr,cmos,864.0,21.0,CANON,2010-02-13 01:16:11,2010,2,6,1,482375771.0,http://www.flickr.com/photos/80105000@N00/4359631858/,469,0,3.52627034018e-05,POINT (-53.927335 -30.840009),9788.97179954,8221.62793006,19153.7886605,667.798551752
/Users/damoncrockett/Desktop/astrophotography_data/images/5039658628_14f6a6d681.jpg,5039658628,7900146@N04,2010-09-18 18:54:32.0,Canon+PowerShot+SX1+IS,-70.714874,-32.862285,"abstract:0.5580,animal:0.5770,ball:0.6330,black background:0.9750,black:0.9750,bokeh:0.5970,circle:0.7160,depth of field:0.7210,egg:0.5730,food:0.5730,full moon:0.9850,jellyfish:0.5770,lunar:1.0000,minimalism:0.8530,moon:1.0000,nature:1.0000,outdoor:0.8560,pattern:0.5070,round:0.7160,texture:0.7970,white:0.5290",80,1%2F125,8,100.0,1.0,2008.0,b,cmos,28.0735,10.0,CANON,2010-09-18 18:54:32,2010,9,6,18,501188072.0,http://www.flickr.com/photos/7900146@N04/5039658628/,162,1,3.5133314121e-05,POINT (-70.71487399999999 -32.862285),10567.8776284,8134.02006927,20543.1266697,943.646055387
/Users/damoncrockett/Desktop/astrophotography_data/images/8361946995_f61a8c3cfe.jpg,8361946995,67662120@N00,2013-01-05 21:11:01.0,Panasonic+DMC-FZ150,-60.724105,-31.655064,"black background:0.9440,black:0.9540,blackandwhite:0.9240,full moon:0.6070,lunar:0.7190,minimalism:0.5490,monochrome:0.9890,moon:0.7190,nature:0.7190,night:0.5910,outdoor:0.6660",400,0.2,5.6,108.0,4.0,2011.0,b,cmos,28.0735,12.0,PANASONIC,2013-01-05 21:11:01,2013,1,6,21,573772261.0,http://www.flickr.com/photos/67662120@N00/8361946995/,"1,071",3,4.12388926584e-05,POINT (-60.724105 -31.655064),10092.688524,8155.01151355,19715.7707941,148.480877215
/Users/damoncrockett/Desktop/astrophotography_data/images/2676239992_68f98ff3f4.jpg,2676239992,67662120@N00,2008-07-16 21:37:24.0,,-60.702123,-31.618122,"ancient:0.7700,black background:0.9120,black:0.9120,bowl:0.5760,circle:0.7240,curve:0.5710,dish:0.5760,food:0.5460,forest:0.5990,full moon:0.9800,kitchen ware:0.5760,landscape:0.5990,lunar:1.0000,macro:0.6790,moon:1.0000,nature:1.0000,round:0.7240,sun:0.7640",,,,,,,,,,,,2008-07-16 21:37:24,2008,7,3,21,432596244.0,http://www.flickr.com/photos/67662120@N00/2676239992/,745,3,4.11808507696e-05,POINT (-60.702123 -31.618122),10088.3274914,8151.46933656,19714.1584327,152.424744321
/Users/damoncrockett/Desktop/astrophotography_data/images/2676201460_f44b43c607.jpg,2676201460,67662120@N00,2008-07-16 23:40:27.0,,-60.702123,-31.618122,"black background:0.8100,black:0.8100,bubble:0.6450,fireworks:0.6160,full moon:0.7840,light:0.5330,lunar:0.8860,moon:0.7890,nature:0.8860",,,,,,,,,,,,2008-07-16 23:40:27,2008,7,3,23,432603627.0,http://www.flickr.com/photos/67662120@N00/2676201460/,"1,321",0,4.11808507696e-05,POINT (-60.702123 -31.618122),10088.3274914,8151.46933656,19714.1584327,152.424744321
/Users/damoncrockett/Desktop/astrophotography_data/images/8363045956_24c542b60d.jpg,8363045956,67662120@N00,2012-12-15 23:35:20.0,Panasonic+DMC-FZ150,-60.724086,-31.655028,"black background:0.9410,black:0.9450,bubble:0.5370,full moon:0.6410,lunar:0.7220,monochrome:0.9950,moon:0.7220,nature:0.7220,night:0.5280",200,5%2F16,5.6,108.0,4.0,2011.0,b,cmos,28.0735,12.0,PANASONIC,2012-12-15 23:35:20,2012,12,6,23,571966520.0,http://www.flickr.com/photos/67662120@N00/8363045956/,"1,503",3,4.12388371035e-05,POINT (-60.724086 -31.655028),10092.6843568,8155.00801366,19715.7694246,148.484719327
/Users/damoncrockett/Desktop/astrophotography_data/images/6084335786_57a11efdfc.jpg,6084335786,67662120@N00,2009-04-07 20:55:27.0,Canon+PowerShot+S3+IS,-60.68198,-31.638338,"amusement park:0.6530,architecture:0.5190,art:0.6210,black background:0.9090,black:0.9090,bridge:0.5160,dusk:0.5620,ferris wheel:0.6530,fireworks:0.5890,fountain:0.5190,light painting:0.6210,neon light:0.6840,night:0.8980,outdoor:0.9150,skyline:0.5290",,15,8,6.0,16.0,2006.0,c,ccd,24.745152,6.0,CANON,2009-04-07 20:55:27,2009,4,2,20,455489727.0,http://www.flickr.com/photos/67662120@N00/6084335786/,894,1,4.12081690124e-05,POINT (-60.68198 -31.638338),10089.615583,8154.04062155,19712.3555823,150.096175694
/Users/damoncrockett/Desktop/astrophotography_data/images/2660303898_718d8c9089.jpg,2660303898,67662120@N00,2008-07-12 00:05:40.0,,-60.702123,-31.618122,"black background:0.9730,black:0.9730,full moon:0.9080,lunar:1.0000,macro:0.5450,minimalism:0.5920,moon:1.0000,nature:1.0000,satellite:0.5570,texture:0.5310",,,,,,,,,,,,2008-07-12 00:05:40,2008,7,6,0,432173140.0,http://www.flickr.com/photos/67662120@N00/2660303898/,913,4,4.11808507696e-05,POINT (-60.702123 -31.618122),10088.3274914,8151.46933656,19714.1584327,152.424744321
/Users/damoncrockett/Desktop/astrophotography_data/images/4539298128_3bb517993d.jpg,4539298128,67662120@N00,2010-04-09 22:14:34.0,Canon+PowerShot+S3+IS,-64.874439,-31.973789,"abstract:0.5040,black background:0.9480,black:0.9490,blackandwhite:0.9620,fireworks:0.5860,forest:0.5190,landscape:0.5190,lunar:0.5260,monochrome:0.9960,moon:0.5260,nature:0.5260,night:0.6580,outdoor:0.8840",,10,3.2,9.3,16.0,2006.0,c,ccd,24.745152,6.0,CANON,2010-04-09 22:14:34,2010,4,5,22,487203274.0,http://www.flickr.com/photos/67662120@N00/4539298128/,832,2,4.07463536328e-05,POINT (-64.874439 -31.973789),10268.6353858,8115.38989257,20060.3159194,413.911473467
