lon,lat,ISO,size,make,secpast,views,type,x,y
6.584951,46.968766,10000,860.4,NIKON,601945001.0,262,dslr,38.0,15.0
6.584951,46.968766,10000,860.4,NIKON,601945266.0,453,dslr,38.0,15.0
6.584951,46.968766,10000,860.4,NIKON,601946236.0,511,dslr,38.0,15.0
6.584951,46.968766,10000,860.4,NIKON,601942886.0,479,dslr,38.0,15.0
6.584951,46.968766,10000,860.4,NIKON,601944653.0,294,dslr,38.0,15.0
6.584951,46.968766,10000,860.4,NIKON,601945414.0,307,dslr,38.0,15.0
6.584951,46.968766,12800,860.4,NIKON,601947069.0,426,dslr,38.0,15.0
6.584951,46.968766,10000,860.4,NIKON,601942655.0,266,dslr,38.0,15.0
6.584951,46.968766,10000,860.4,NIKON,601943523.0,344,dslr,38.0,15.0
6.584951,46.968766,10000,860.4,NIKON,601943844.0,249,dslr,38.0,15.0
6.849825,47.109852,6400,864.0,NIKON,500517696.0,577,dslr,37.0,12.0
6.849825,47.109852,6400,864.0,NIKON,500517564.0,530,dslr,37.0,12.0
6.850522,47.055972,6400,864.0,NIKON,578794275.0,5578,dslr,37.0,12.0
6.840534,47.065327,12800,860.4,NIKON,559525393.0,458,dslr,37.0,12.0
6.840534,47.065327,12800,860.4,NIKON,559526666.0,439,dslr,37.0,12.0
6.840534,47.065327,12800,860.4,NIKON,559526837.0,468,dslr,37.0,12.0
6.584951,46.968766,10000,860.4,NIKON,601945542.0,535,dslr,37.0,12.0
6.840534,47.065327,12800,860.4,NIKON,559527181.0,435,dslr,37.0,12.0
6.584951,46.968766,8000,860.4,NIKON,601948119.0,449,dslr,37.0,11.0
7.053329,47.132067,8000,860.4,NIKON,592702676.0,437,dslr,37.0,11.0
7.053329,47.132067,8000,860.4,NIKON,592703831.0,246,dslr,41.0,8.0
7.053329,47.132067,8000,860.4,NIKON,592705749.0,431,dslr,34.0,31.0
7.39279,46.290538,6400,860.4,NIKON,605063218.0,222,dslr,34.0,31.0
7.39279,46.290538,10000,860.4,NIKON,605062579.0,214,dslr,41.0,8.0
7.39279,46.290538,10000,860.4,NIKON,605061276.0,258,dslr,34.0,31.0
7.39279,46.290538,6400,860.4,NIKON,605063080.0,219,dslr,40.0,8.0
7.385215,46.342661,10000,860.4,NIKON,591842794.0,1050,dslr,41.0,8.0
7.385215,46.342661,8000,860.4,NIKON,591841875.0,290,dslr,39.0,9.0
7.385215,46.342661,8000,860.4,NIKON,591839846.0,277,dslr,41.0,8.0
7.385215,46.342661,8000,860.4,NIKON,591838858.0,247,dslr,35.0,20.0
7.385215,46.342661,8000,860.4,NIKON,591838680.0,247,dslr,20.0,9.0
7.385215,46.342661,8000,860.4,NIKON,591838235.0,252,dslr,21.0,10.0
7.385215,46.342661,8000,860.4,NIKON,591836839.0,413,dslr,30.0,23.0
7.385215,46.342661,8000,860.4,NIKON,591841972.0,309,dslr,27.0,5.0
7.385215,46.342661,8000,860.4,NIKON,591841692.0,270,dslr,27.0,5.0
7.385215,46.342661,8000,860.4,NIKON,591841485.0,257,dslr,27.0,5.0
7.385215,46.342661,8000,860.4,NIKON,591840848.0,270,dslr,27.0,5.0
7.385215,46.342661,8000,860.4,NIKON,591840538.0,257,dslr,28.0,16.0
8.02946,46.392647,8000,860.4,NIKON,591841692.0,699,dslr,44.0,31.0
7.385215,46.342661,8000,860.4,NIKON,591839974.0,260,dslr,44.0,31.0
7.385215,46.342661,8000,860.4,NIKON,591839118.0,226,dslr,44.0,31.0
7.385215,46.342661,8000,860.4,NIKON,591838323.0,248,dslr,1.0,28.0
7.385215,46.342661,8000,860.4,NIKON,591837569.0,332,dslr,2.0,28.0
7.385215,46.342661,8000,860.4,NIKON,591837210.0,296,dslr,1.0,28.0
7.385215,46.342661,8000,860.4,NIKON,591837107.0,429,dslr,2.0,27.0
7.385215,46.342661,10000,860.4,NIKON,591836631.0,317,dslr,6.0,37.0
7.385215,46.342661,10000,860.4,NIKON,591835707.0,400,dslr,2.0,27.0
8.02946,46.392647,8000,860.4,NIKON,594512119.0,221,dslr,25.0,9.0
7.052514,47.131775,8000,860.4,NIKON,592702796.0,1352,dslr,26.0,5.0
8.02946,46.392647,10000,860.4,NIKON,594513691.0,245,dslr,7.0,27.0
8.02946,46.392647,10000,860.4,NIKON,594514542.0,244,dslr,40.0,34.0
8.02946,46.392647,10000,860.4,NIKON,594517529.0,958,dslr,8.0,27.0
8.02946,46.392647,12800,860.4,NIKON,594517652.0,559,dslr,23.0,28.0
7.481474,46.023101,10000,860.4,NIKON,574311978.0,217,dslr,23.0,28.0
7.481474,46.023101,10000,860.4,NIKON,574317077.0,444,dslr,33.0,30.0
7.476282,46.02623,10000,860.4,NIKON,574385813.0,424,dslr,4.0,30.0
8.067054,46.408392,6400,864.0,NIKON,503453382.0,141,dslr,6.0,32.0
6.845528,47.108691,1000,864.0,NIKON,497656242.0,724,dslr,12.0,35.0
8.02946,46.392647,12800,860.4,NIKON,594521794.0,237,dslr,4.0,30.0
6.823496,47.126052,6400,864.0,NIKON,503031953.0,228,dslr,47.0,24.0
6.823496,47.126052,6400,864.0,NIKON,503022879.0,243,dslr,10.0,9.0
6.852464,47.053531,4000,864.0,NIKON,546309812.0,662,dslr,47.0,25.0
7.481474,46.023101,10000,860.4,NIKON,574383336.0,424,dslr,47.0,25.0
6.845383,47.108829,400,372.88,NIKON,506033815.0,315,dslr,49.0,11.0
6.852464,47.053531,6400,864.0,NIKON,546311850.0,248,dslr,49.0,11.0
7.064552,47.137366,5000,864.0,NIKON,538442836.0,297,dslr,49.0,11.0
7.064552,47.137366,5000,864.0,NIKON,538443386.0,610,dslr,49.0,11.0
8.02946,46.392647,12800,860.4,NIKON,594527550.0,435,dslr,49.0,11.0
7.064552,47.137366,5000,864.0,NIKON,538439198.0,506,dslr,49.0,11.0
6.845383,47.108829,400,372.88,NIKON,506033717.0,306,dslr,49.0,11.0
6.823496,47.126052,6400,864.0,NIKON,503032058.0,294,dslr,49.0,11.0
6.823496,47.126052,5000,864.0,NIKON,503022283.0,202,dslr,49.0,11.0
7.779521,46.006038,5000,860.4,NIKON,612485854.0,115,dslr,49.0,11.0
7.779521,46.006038,6400,860.4,NIKON,612487376.0,112,dslr,49.0,11.0
7.779521,46.006038,6400,860.4,NIKON,612487457.0,133,dslr,49.0,11.0
7.779521,46.006038,6400,860.4,NIKON,612485525.0,903,dslr,49.0,11.0
7.779521,46.006038,5000,860.4,NIKON,612486530.0,113,dslr,49.0,11.0
7.779521,46.006038,6400,860.4,NIKON,612487824.0,146,dslr,49.0,11.0
8.067054,46.408392,4000,864.0,NIKON,503446829.0,169,dslr,49.0,11.0
8.067054,46.408392,2500,864.0,NIKON,503447059.0,170,dslr,48.0,11.0
8.067054,46.408392,2000,864.0,NIKON,503448160.0,229,dslr,49.0,11.0
8.067054,46.408392,2000,864.0,NIKON,503448582.0,223,dslr,13.0,33.0
8.067054,46.408392,4000,864.0,NIKON,503449814.0,275,dslr,17.0,17.0
7.481474,46.023101,10000,860.4,NIKON,574383454.0,290,dslr,17.0,16.0
7.476282,46.02623,10000,860.4,NIKON,574385565.0,255,dslr,20.0,16.0
7.053329,47.132067,8000,860.4,NIKON,592703937.0,479,dslr,16.0,16.0
8.067054,46.408392,6400,864.0,NIKON,503454362.0,232,dslr,16.0,16.0
8.067054,46.408392,6400,864.0,NIKON,503454069.0,260,dslr,17.0,17.0
7.476282,46.02623,10000,860.4,NIKON,574386164.0,470,dslr,16.0,16.0
7.481474,46.023101,10000,860.4,NIKON,574311577.0,425,dslr,17.0,16.0
8.067054,46.408392,5000,864.0,NIKON,503445315.0,289,dslr,17.0,16.0
6.99595,43.59991,800,332.27,CANON,569616988.0,243,dslr,27.0,44.0
144.927756,-37.797543,400,372.88,NIKON,419565100.0,35107,dslr,24.0,14.0
-93.507088,47.060475,800,332.27,CANON,579847014.0,2747,dslr,22.0,33.0
-93.498673,47.054671,800,332.27,CANON,588639615.0,618,dslr,39.0,7.0
-93.507127,47.062863,1600,332.27,CANON,586926126.0,464,dslr,2.0,22.0
-93.498475,47.054635,800,332.27,CANON,586916893.0,747,dslr,2.0,22.0
-112.093888,36.048055,800,332.27,CANON,579556358.0,156,dslr,2.0,22.0
-77.778568,38.255621,200,38.277552,NIKON,452898416.0,47,c,0.0,26.0
-106.40305,39.635241,3200,370.52,NIKON,578889129.0,1184,dslr,1.0,25.0
-4.058514,40.74733,1600,328.56,CANON,416694377.0,169,dslr,4.0,27.0
-4.058514,40.74733,1600,328.56,CANON,416693852.0,151,dslr,40.0,14.0
-4.058514,40.74733,1600,328.56,CANON,417143832.0,414,dslr,41.0,12.0
-4.521517,42.87219,200,28.0735,CANON,519258222.0,114,c,41.0,12.0
-4.521517,42.87219,800,28.0735,CANON,519258148.0,80,c,41.0,12.0
-4.521517,42.87219,800,28.0735,CANON,519258073.0,100,c,41.0,12.0
-7.407789,37.211566,200,38.277552,NIKON,401063008.0,87,c,41.0,12.0
-3.79599,38.667049,800,28.0735,CANON,497312108.0,78,c,16.0,34.0
-1.851174,53.762589,100,38.277552,SAMSUNG,548023335.0,163,c,19.0,33.0
-1.851174,53.762589,200,372.88,PENTAX,548022409.0,163,dslr,19.0,33.0
-1.851174,53.762589,400,372.88,PENTAX,549059721.0,152,dslr,19.0,33.0
-1.851174,53.762589,400,372.88,PENTAX,549145470.0,214,dslr,7.0,22.0
-1.851174,53.762589,200,372.88,PENTAX,548022473.0,116,dslr,22.0,33.0
-1.851228,53.762488,100,38.277552,SAMSUNG,389316531.0,9879,c,18.0,33.0
-1.845759,53.766139,200,372.88,PENTAX,554337129.0,447,dslr,21.0,33.0
-1.842334,53.761828,400,372.88,PENTAX,578355066.0,283,dslr,18.0,33.0
-1.851174,53.762589,400,372.88,PENTAX,549059546.0,152,dslr,27.0,21.0
-1.851228,53.762488,75,38.277552,SAMSUNG,409256250.0,562,c,27.0,21.0
-1.851174,53.762589,400,372.88,PENTAX,549059599.0,169,dslr,27.0,21.0
-1.851174,53.762589,200,372.88,PENTAX,549145839.0,198,dslr,27.0,21.0
-1.851174,53.762589,800,372.88,PENTAX,549150420.0,477,dslr,27.0,21.0
-109.539291,38.690467,3200,864.0,CANON,497869422.0,2069,dslr,42.0,8.0
-94.054641,61.100125,100,370.52,NIKON,594254372.0,2489,dslr,35.0,8.0
-94.058074,61.100456,100,41.5152,LEICA,592537736.0,2369,c,35.0,8.0
-94.057388,61.100125,100,370.52,NIKON,594265510.0,2270,dslr,34.0,8.0
-94.055328,61.098134,100,370.52,NIKON,594439139.0,3648,dslr,34.0,8.0
-94.054641,61.106429,100,41.5152,LEICA,593652552.0,1200,c,34.0,8.0
-94.061508,61.103443,100,41.5152,LEICA,592537583.0,2440,c,34.0,8.0
-73.295167,41.434166,1600,332.27,CANON,549317805.0,173,dslr,11.0,26.0
-73.294923,41.433549,3200,332.27,CANON,500776145.0,251,dslr,13.0,23.0
-73.295167,41.434166,3200,332.27,CANON,506048642.0,356,dslr,15.0,35.0
-73.295167,41.434166,400,332.27,CANON,549317462.0,192,dslr,21.0,33.0
-73.295416,41.433891,1600,332.27,CANON,528934355.0,193,dslr,21.0,33.0
-73.295167,41.434166,400,332.27,CANON,549314646.0,177,dslr,5.0,30.0
-73.295167,41.434166,3200,332.27,CANON,506048077.0,161,dslr,42.0,8.0
-73.293785,41.432567,3200,332.27,CANON,500776529.0,463,dslr,42.0,8.0
-73.295167,41.434166,3200,332.27,CANON,506048845.0,129,dslr,12.0,8.0
-73.295167,41.434166,3200,332.27,CANON,506048579.0,442,dslr,27.0,11.0
-73.295459,41.433903,1600,332.27,CANON,528939432.0,542,dslr,27.0,11.0
-73.295167,41.434166,3200,332.27,CANON,506048693.0,200,dslr,27.0,11.0
-73.294773,41.433118,3200,332.27,CANON,500776583.0,158,dslr,34.0,44.0
-105.226449,40.151161,160,861.6,NIKON,571798258.0,332,dslr,10.0,9.0
-105.226449,40.151161,160,861.6,NIKON,571799438.0,591,dslr,10.0,9.0
-105.226449,40.151161,160,861.6,NIKON,571798258.0,490,dslr,10.0,9.0
-0.191466,51.549257,64,9.6302,APPLE,557430651.0,642,phone,35.0,17.0
-78.83553,40.236802,400,342.77,CANON,407463748.0,3139,dslr,47.0,18.0
-105.591788,40.351351,3200,372.09,PENTAX,581116132.0,3210,dslr,47.0,18.0
-75.670654,38.318847,6400,332.27,CANON,513294526.0,223,dslr,47.0,18.0
-75.670654,38.318847,3200,332.27,CANON,513295178.0,146,dslr,47.0,18.0
-75.670654,38.318847,3200,332.27,CANON,513295214.0,107,dslr,47.0,18.0
-75.670654,38.318847,3200,332.27,CANON,513293428.0,84,dslr,47.0,18.0
-75.670654,38.318847,3200,332.27,CANON,513295077.0,128,dslr,47.0,18.0
-75.670654,38.318847,3200,332.27,CANON,513295056.0,199,dslr,8.0,28.0
-75.670654,38.318847,3200,332.27,CANON,513294972.0,153,dslr,8.0,28.0
-75.670654,38.318847,3200,332.27,CANON,513294748.0,152,dslr,6.0,35.0
-75.670654,38.318847,3200,332.27,CANON,513294872.0,176,dslr,6.0,35.0
-75.670654,38.318847,3200,332.27,CANON,513294908.0,145,dslr,6.0,35.0
-75.670654,38.318847,6400,332.27,CANON,513294328.0,133,dslr,34.0,28.0
-75.670654,38.318847,3200,332.27,CANON,513295006.0,147,dslr,41.0,11.0
-75.670654,38.318847,3200,332.27,CANON,513295278.0,107,dslr,41.0,11.0
-75.670654,38.318847,6400,332.27,CANON,513295728.0,128,dslr,39.0,12.0
-75.670654,38.318847,1600,332.27,CANON,513294076.0,140,dslr,39.0,12.0
-75.670654,38.318847,1600,332.27,CANON,513294160.0,138,dslr,40.0,12.0
-75.670654,38.318847,6400,332.27,CANON,513294414.0,152,dslr,39.0,12.0
-75.670654,38.318847,6400,332.27,CANON,513294618.0,137,dslr,43.0,22.0
-75.670654,38.318847,1600,332.27,CANON,513293636.0,116,dslr,43.0,22.0
-75.670654,38.318847,1600,332.27,CANON,513294018.0,126,dslr,43.0,22.0
-75.670654,38.318847,3200,332.27,CANON,513294728.0,139,dslr,43.0,22.0
-75.670654,38.318847,6400,332.27,CANON,513295474.0,135,dslr,43.0,22.0
-75.670654,38.318847,3200,332.27,CANON,513295348.0,132,dslr,43.0,22.0
-75.670654,38.318847,6400,332.27,CANON,513295696.0,151,dslr,41.0,11.0
-80.760025,32.186036,800,536.69,CANON,549140261.0,417,dslr,39.0,1.0
-98.822321,30.506334,3200,370.52,NIKON,591604810.0,333,dslr,39.0,1.0
6.721765,49.780626,3200,864.0,CANON,563489885.0,1021,dslr,39.0,1.0
6.721765,49.780626,3200,864.0,CANON,563490502.0,6474,dslr,39.0,1.0
-74.488487,40.714211,100,224.9,PANASONIC,593119163.0,119,mrls,30.0,16.0
-73.519231,42.121605,800,224.9,OLYMPUS,588121181.0,803,mrls,18.0,3.0
-73.792033,43.747351,1600,224.9,PANASONIC,562540439.0,262,mrls,18.0,3.0
-71.094932,42.478664,200,224.9,PANASONIC,579552069.0,284,mrls,16.0,4.0
-71.893331,43.786833,800,224.9,OLYMPUS,592522985.0,4180,mrls,12.0,26.0
-71.095356,42.47908,400,224.9,OLYMPUS,594862769.0,1945,mrls,14.0,25.0
-71.100159,42.478997,200,224.9,OLYMPUS,598479279.0,1775,mrls,13.0,26.0
-71.836166,43.702049,800,224.9,PANASONIC,559177628.0,608,mrls,15.0,24.0
-73.513684,42.118916,800,224.9,OLYMPUS,588118558.0,889,mrls,34.0,28.0
-68.302338,44.242524,800,224.9,PANASONIC,525049026.0,645,mrls,28.0,4.0
-71.095168,42.47887,400,224.9,OLYMPUS,579901997.0,587,mrls,12.0,30.0
-72.518981,43.278189,1600,224.9,PANASONIC,561680077.0,666,mrls,12.0,30.0
172.620719,-43.660856,1600,864.0,CANON,558744912.0,4279,dslr,31.0,2.0
7.6325,50.301666,400,328.56,CANON,561080227.0,285,dslr,47.0,17.0
7.720277,50.272777,400,328.56,CANON,560995845.0,148,dslr,48.0,25.0
7.6325,50.301666,800,328.56,CANON,561082146.0,164,dslr,19.0,33.0
7.6325,50.301666,800,328.56,CANON,561086934.0,211,dslr,19.0,33.0
7.720277,50.272777,800,328.56,CANON,560996342.0,147,dslr,5.0,20.0
7.720277,50.272777,800,328.56,CANON,560993087.0,154,dslr,10.0,22.0
7.720277,50.272777,400,328.56,CANON,560990466.0,194,dslr,17.0,24.0
7.720277,50.272777,400,328.56,CANON,560992089.0,160,dslr,7.0,22.0
7.720277,50.272777,800,328.56,CANON,560991811.0,175,dslr,10.0,22.0
-156.253051,20.709836,2500,864.0,NIKON,584504523.0,64073,dslr,5.0,21.0
151.169042,-33.898845,800,372.88,NIKON,447363146.0,145,dslr,7.0,22.0
151.169042,-33.898845,800,372.88,NIKON,447363145.0,63,dslr,10.0,22.0
31.440639,36.796639,100,342.77,CANON,359943636.0,268,dslr,14.0,33.0
4.876824,49.696984,100,332.27,CANON,590365585.0,2442,dslr,14.0,33.0
-83.57397,42.259465,400,342.77,CANON,483998766.0,888,dslr,5.0,21.0
-83.572225,42.260477,200,342.77,CANON,498026462.0,1574,dslr,5.0,21.0
-83.574628,42.259556,800,328.56,CANON,549059736.0,808,dslr,20.0,45.0
-83.574628,42.259556,800,328.56,CANON,549234340.0,347,dslr,20.0,45.0
-83.574628,42.259556,800,328.56,CANON,549234554.0,344,dslr,20.0,45.0
-83.574628,42.259556,400,328.56,CANON,549754632.0,444,dslr,9.0,20.0
-83.574628,42.259556,200,328.56,CANON,547605320.0,1035,dslr,14.0,31.0
-83.574628,42.259556,400,328.56,CANON,558093997.0,1168,dslr,10.0,35.0
-83.574628,42.259556,800,328.56,CANON,549058695.0,874,dslr,29.0,4.0
-83.574628,42.259556,800,328.56,CANON,549059134.0,744,dslr,18.0,24.0
-83.574628,42.259556,800,328.56,CANON,549060052.0,1220,dslr,18.0,24.0
-83.574628,42.259556,800,328.56,CANON,549233337.0,725,dslr,20.0,25.0
-83.574628,42.259556,1600,328.56,CANON,549233678.0,771,dslr,17.0,47.0
-83.574628,42.259556,800,328.56,CANON,549234011.0,1370,dslr,0.0,25.0
-83.574628,42.259556,200,328.56,CANON,557467470.0,2286,dslr,17.0,47.0
-83.574628,42.259556,200,328.56,CANON,556348265.0,904,dslr,17.0,17.0
-83.574628,42.259556,400,328.56,CANON,555275985.0,887,dslr,33.0,30.0
-83.574628,42.259556,400,328.56,CANON,555275445.0,857,dslr,32.0,30.0
-83.574628,42.259556,400,328.56,CANON,555274655.0,618,dslr,37.0,21.0
-83.574628,42.259556,400,328.56,CANON,555273657.0,735,dslr,37.0,21.0
-83.574628,42.259556,400,328.56,CANON,555273642.0,588,dslr,37.0,21.0
-83.574802,42.259527,400,328.56,CANON,555273482.0,1039,dslr,37.0,21.0
-83.574628,42.259556,400,328.56,CANON,555273317.0,663,dslr,48.0,11.0
-83.574628,42.259556,400,328.56,CANON,555273307.0,668,dslr,21.0,18.0
-83.574628,42.259556,400,328.56,CANON,555273252.0,638,dslr,11.0,31.0
-83.574628,42.259556,800,328.56,CANON,553897658.0,362,dslr,28.0,19.0
-83.574628,42.259556,800,328.56,CANON,553898036.0,441,dslr,28.0,17.0
-83.574628,42.259556,800,328.56,CANON,553897271.0,469,dslr,27.0,20.0
-83.574628,42.259556,800,328.56,CANON,553897873.0,432,dslr,39.0,11.0
-83.574628,42.259556,800,328.56,CANON,553897781.0,382,dslr,25.0,15.0
-83.574628,42.259556,800,328.56,CANON,553897663.0,431,dslr,35.0,13.0
-83.574628,42.259556,800,328.56,CANON,553897563.0,347,dslr,23.0,14.0
-83.574628,42.259556,800,328.56,CANON,553897486.0,370,dslr,34.0,13.0
-83.574628,42.259556,800,328.56,CANON,553897397.0,381,dslr,26.0,15.0
-83.574628,42.259556,800,328.56,CANON,553897271.0,374,dslr,26.0,15.0
-83.574628,42.259556,400,328.56,CANON,555273206.0,915,dslr,29.0,16.0
-83.574628,42.259556,400,328.56,CANON,555273517.0,772,dslr,25.0,15.0
-83.574628,42.259556,400,328.56,CANON,555273848.0,666,dslr,30.0,16.0
-83.574628,42.259556,400,328.56,CANON,555274064.0,721,dslr,28.0,19.0
-83.574628,42.259556,400,328.56,CANON,555274189.0,658,dslr,30.0,13.0
-83.574628,42.259556,400,328.56,CANON,555274444.0,792,dslr,28.0,16.0
-83.574628,42.259556,400,328.56,CANON,555274855.0,664,dslr,23.0,13.0
-83.574628,42.259556,400,328.56,CANON,555275065.0,638,dslr,34.0,13.0
-83.574628,42.259556,400,328.56,CANON,555275245.0,787,dslr,30.0,13.0
-83.574628,42.259556,400,328.56,CANON,555275880.0,822,dslr,28.0,19.0
-83.574628,42.259556,100,328.56,CANON,526335195.0,765,dslr,24.0,7.0
-83.574628,42.259556,400,328.56,CANON,526335477.0,1441,dslr,41.0,10.0
-83.57397,42.259465,100,342.77,CANON,435542400.0,324,dslr,29.0,26.0
-83.57397,42.259465,100,38.277552,NIKON,390450399.0,316,c,29.0,26.0
-83.57397,42.259465,100,38.277552,NIKON,390450399.0,200,c,29.0,26.0
-83.574628,42.259556,100,342.77,CANON,427939200.0,455,dslr,33.0,16.0
-83.57397,42.259465,100,38.277552,NIKON,390263750.0,248,c,20.0,9.0
-83.574628,42.259556,800,342.77,CANON,439430400.0,1108,dslr,34.0,0.0
-83.574628,42.259556,100,342.77,CANON,444950534.0,438,dslr,25.0,16.0
-83.574628,42.259556,100,342.77,CANON,445478400.0,2217,dslr,16.0,24.0
-83.57397,42.259465,400,342.77,CANON,468289768.0,393,dslr,48.0,25.0
-83.574628,42.259556,1600,328.56,CANON,504142500.0,715,dslr,21.0,39.0
-108.704578,33.034623,6400,332.27,CANON,532767077.0,540,dslr,26.0,32.0
-108.704523,33.035036,5000,332.27,CANON,532675991.0,815,dslr,26.0,32.0
-81.688671,29.276441,3200,337.5,CANON,579821696.0,2054,dslr,41.0,37.0
-117.671813,35.622419,800,342.77,CANON,419886964.0,238,dslr,41.0,39.0
-117.671813,35.622419,800,342.77,CANON,419889726.0,226,dslr,13.0,24.0
-117.671813,35.622419,800,342.77,CANON,419886650.0,429,dslr,40.0,35.0
-117.671813,35.622419,800,342.77,CANON,410129016.0,686,dslr,41.0,39.0
-119.927787,39.190223,2000,368.16,NIKON,592785779.0,14488,dslr,41.0,37.0
77.091003,28.643999,100,24.745152,FUJIFILM,450481825.0,201,c,40.0,36.0
75.587825,28.363232,100,38.277552,SONY,439936966.0,275,c,13.0,24.0
75.587825,28.363232,100,38.277552,SONY,409959853.0,167,c,12.0,25.0
-1.916513,50.737052,100,328.56,CANON,416789649.0,488,dslr,15.0,24.0
-1.916513,50.737052,100,328.56,CANON,416789606.0,741,dslr,15.0,25.0
-1.916513,50.737052,100,328.56,CANON,416789606.0,559,dslr,40.0,36.0
-1.916513,50.737052,400,328.56,CANON,416607505.0,1212,dslr,37.0,36.0
-13.866033,28.865365,400,342.77,CANON,380743762.0,1809,dslr,37.0,36.0
-1.916513,50.737052,400,328.56,CANON,416607518.0,809,dslr,38.0,38.0
-119.567461,39.898669,1600,332.27,CANON,553888140.0,326,dslr,41.0,40.0
-119.567461,39.898669,640,332.27,CANON,553883954.0,201,dslr,37.0,36.0
13.54494,51.660803,200,328.56,CANON,555308811.0,103,dslr,37.0,36.0
13.54494,51.660803,64,24.745152,KODAK,555311356.0,403,c,41.0,40.0
13.560497,51.637863,400,328.56,CANON,505776721.0,258,dslr,14.0,24.0
-53.92785,-30.840341,1600,864.0,CANON,482375289.0,2400,dslr,16.0,24.0
-53.927335,-30.840009,1600,864.0,CANON,482375771.0,469,dslr,13.0,26.0
-83.624539,41.378547,200,28.0735,CANON,552447572.0,159,c,38.0,37.0
2.097154,47.913264,200,372.88,NIKON,412559173.0,550,dslr,39.0,38.0
2.097154,47.913264,800,372.88,NIKON,412561225.0,718,dslr,39.0,38.0
2.097154,47.913264,800,372.88,NIKON,419467682.0,550,dslr,41.0,39.0
2.097154,47.913264,1600,372.88,NIKON,414460594.0,1127,dslr,26.0,31.0
2.097154,47.913264,100,372.88,NIKON,412390614.0,431,dslr,40.0,38.0
103.750822,1.39628,800,368.16,NIKON,585257508.0,127,dslr,19.0,25.0
-70.714874,-32.862285,80,28.0735,CANON,501188072.0,162,b,40.0,39.0
91.539115,27.253713,100,372.88,NIKON,502237517.0,215,dslr,19.0,40.0
91.539115,27.253713,100,372.88,NIKON,502236151.0,207,dslr,26.0,34.0
170.656299,-43.824991,3200,864.0,CANON,591488463.0,1727,dslr,15.0,42.0
170.656299,-43.824991,3200,864.0,CANON,591488204.0,1683,dslr,4.0,30.0
170.656299,-43.824991,3200,864.0,CANON,591487898.0,1690,dslr,18.0,41.0
170.656299,-43.824991,3200,864.0,CANON,591486058.0,1639,dslr,19.0,43.0
170.656299,-43.824991,3200,864.0,CANON,591487316.0,1736,dslr,20.0,43.0
170.656299,-43.824991,3200,864.0,CANON,591484897.0,1896,dslr,16.0,42.0
170.656299,-43.824991,3200,864.0,CANON,591485051.0,1494,dslr,20.0,40.0
170.656299,-43.824991,3200,864.0,CANON,591493741.0,1654,dslr,19.0,43.0
170.656299,-43.824991,3200,864.0,CANON,591490212.0,1636,dslr,25.0,37.0
170.656299,-43.824991,3200,864.0,CANON,591488850.0,1737,dslr,23.0,39.0
170.656299,-43.824991,3200,864.0,CANON,591488629.0,1758,dslr,4.0,30.0
170.656299,-43.824991,3200,864.0,CANON,591488048.0,1775,dslr,4.0,30.0
170.656299,-43.824991,3200,864.0,CANON,591487632.0,1673,dslr,4.0,30.0
170.656299,-43.824991,3200,864.0,CANON,591485308.0,1678,dslr,19.0,41.0
170.656299,-43.824991,3200,864.0,CANON,591485003.0,2060,dslr,25.0,37.0
170.656299,-43.824991,3200,864.0,CANON,591484671.0,1635,dslr,15.0,43.0
170.464993,-43.985674,6400,864.0,CANON,554933032.0,1160,dslr,19.0,40.0
170.464993,-43.985674,400,864.0,CANON,577932946.0,594,dslr,24.0,38.0
-0.088877,51.544386,1250,328.56,CANON,516140103.0,325,dslr,17.0,41.0
-123.741347,41.809216,1600,864.0,CANON,469579037.0,83,dslr,15.0,43.0
-123.741347,41.809216,800,864.0,CANON,469578544.0,82,dslr,16.0,42.0
-123.741347,41.809216,800,864.0,CANON,469313644.0,105,dslr,15.0,43.0
-123.741347,41.809216,3200,864.0,CANON,469314444.0,208,dslr,15.0,42.0
-123.741347,41.809216,400,864.0,CANON,469572555.0,83,dslr,15.0,43.0
-123.741347,41.809216,400,864.0,CANON,469573019.0,113,dslr,18.0,41.0
-123.741347,41.809216,1600,864.0,CANON,469314336.0,184,dslr,16.0,42.0
-123.741347,41.809216,400,864.0,CANON,469572330.0,84,dslr,15.0,43.0
-123.741347,41.809216,800,864.0,CANON,469576886.0,313,dslr,15.0,43.0
-123.741347,41.809216,800,864.0,CANON,469576488.0,97,dslr,18.0,41.0
-123.741347,41.809216,800,864.0,CANON,469577560.0,85,dslr,25.0,37.0
-0.050082,45.596323,100,332.27,CANON,560127747.0,119,dslr,15.0,43.0
-2.516555,50.949927,100,41.5152,FUJIFILM,213757183.0,39,c,22.0,40.0
-16.43391,28.16435,6400,864.0,CANON,554350277.0,10551,dslr,26.0,36.0
-16.630854,28.22488,100,328.56,CANON,466476813.0,12675,dslr,20.0,40.0
-94.248758,35.782283,1600,368.95,PENTAX,344337762.0,51766,dslr,18.0,42.0
0.636681,52.391505,6400,332.27,CANON,561422990.0,745,dslr,19.0,41.0
-83.179893,38.728024,200,224.9,OLYMPUS,428448367.0,470,dslr,21.0,40.0
-6.237985,53.317443,100,332.27,CANON,504307029.0,379,dslr,20.0,40.0
-6.237985,53.317443,100,332.27,CANON,504307276.0,297,dslr,19.0,41.0
-6.237985,53.317443,100,332.27,CANON,504308315.0,317,dslr,18.0,42.0
