local_path,id,user_nid,date_taken,capture_device,lon,lat,autotags,ISO,shutter,aperture,focal,count,modelyear,type,stype,size,emp,make,date,year,month,isoweekday,hour,secpast,photo_url,views,faves,density,geopoint,p1_km,p2_km,p3_km,p4_km
/Users/damoncrockett/Desktop/astrophotography_data/images/8322292662_520213b2cb.jpg,8322292662,99771506@N00,2012-11-07 06:43:52.0,OLYMPUS+IMAGING+CORP.+E-5,170.463877,-43.987357,"abstract:0.9300,black background:0.5100,black:0.5100,bright:0.6970,outdoor:0.7400,path:0.5430,quirky:0.7200,rain:0.8510,serene:0.5530,surreal:0.5490,texture:0.9390,urban decay:0.5060,water:0.5520",800,29977%2F100,4,17.0,1.0,2010.0,dslr,cmos,224.9,12.0,OLYMPUS,2012-11-07 06:43:52,2012,11,3,6,568622632.0,http://www.flickr.com/photos/99771506@N00/8322292662/,"13,852",28,3.895511657e-05,POINT (170.463877 -43.987357),15923.22619,23485.3548541,466.735317887,21608.7610347
/Users/damoncrockett/Desktop/astrophotography_data/images/7614009192_c1a44abd4b.jpg,7614009192,8287523@N08,2012-07-15 22:55:12.0,Canon+EOS+5D+Mark+III,172.620719,-43.660856,"abstract:0.7600,architecture:0.6810,art:0.7870,aurora:0.9830,black background:0.9400,black:0.9400,bright:0.6790,chromatic:0.6990,fireworks:0.5040,fountain:0.6810,green:0.8710,light painting:0.7870,nature:0.9830,neon light:0.8300,night:0.8730,outdoor:0.6480,serene:0.6480,sun:0.6620,sunrise:0.5790,texture:0.6050",1600,20,2.8,16.0,47.0,2012.0,dslr,cmos,864.0,22.0,CANON,2012-07-15 22:55:12,2012,7,7,22,558744912.0,http://www.flickr.com/photos/8287523@N08/7614009192/,"4,279",189,4.07739246414e-05,POINT (172.620719 -43.660856),16020.64147,23639.9325393,315.448782325,21807.8401358
/Users/damoncrockett/Desktop/astrophotography_data/images/8313804804_0d76212d38.jpg,8313804804,77677429@N05,2012-12-27 19:38:12.0,,170.464993,-43.985674,"aurora:0.6560,concert:0.5490,dusk:0.6130,music:0.5490,nature:0.6560,night:0.5610,outdoor:0.7070",,,,,,,,,,,,2012-12-27 19:38:12,2012,12,4,19,572989092.0,http://www.flickr.com/photos/77677429@N05/8313804804/,712,0,3.89618243151e-05,POINT (170.464993 -43.985674),15923.168199,23485.3684298,466.545881237,21608.8545996
/Users/damoncrockett/Desktop/astrophotography_data/images/8312755269_2c7d7dee9d.jpg,8312755269,77677429@N05,2012-12-27 19:38:12.0,,170.464993,-43.985674,"concert:0.6260,music:0.6260,outdoor:0.6850",,,,,,,,,,,,2012-12-27 19:38:12,2012,12,4,19,572989092.0,http://www.flickr.com/photos/77677429@N05/8312755269/,"1,210",0,3.89618243151e-05,POINT (170.464993 -43.985674),15923.168199,23485.3684298,466.545881237,21608.8545996
/Users/damoncrockett/Desktop/astrophotography_data/images/8427627857_a3ff43600e.jpg,8427627857,77677429@N05,2013-01-30 13:35:11.0,,170.464993,-43.985674,"abstract:0.5660,art:0.6210,aurora:0.6960,black background:0.9340,black:0.9340,bubble:0.7140,circle:0.5950,fireworks:0.9350,fractal:0.6590,light painting:0.6210,lunar:0.8450,magenta:0.6370,moon:0.8450,nature:0.8450,neon light:0.6730,night:0.5580,outdoor:0.9070,purple:0.9480,round:0.5950,sun:0.8480,texture:0.8710",,,,,,,,,,,,2013-01-30 13:35:11,2013,1,3,13,575904911.0,http://www.flickr.com/photos/77677429@N05/8427627857/,680,0,3.89618243151e-05,POINT (170.464993 -43.985674),15923.168199,23485.3684298,466.545881237,21608.8545996
/Users/damoncrockett/Desktop/astrophotography_data/images/9397688377_f7ee950dab.jpg,9397688377,77677429@N05,2013-07-29 22:21:03.0,Canon+EOS+5D+Mark+II,170.656299,-43.824991,"abstract:0.8290,alley:0.5330,aurora:0.7880,gray:0.7360,lunar:0.5360,minimalism:0.8710,moon:0.5360,nature:0.7880,night:0.6990,outdoor:0.9050,quirky:0.5660,rain:0.7320,sign:0.6430,street sign:0.6430,surreal:0.5900,text:0.9080,texture:0.7200,urban decay:0.8020",3200,15,2,24.0,124.0,2008.0,dslr,cmos,864.0,21.0,CANON,2013-07-29 22:21:03,2013,7,1,22,591488463.0,http://www.flickr.com/photos/77677429@N05/9397688377/,"1,727",0,3.96278047012e-05,POINT (170.656299 -43.824991),15922.3716422,23493.302492,442.961962697,21625.6967768
/Users/damoncrockett/Desktop/astrophotography_data/images/9397689159_b3619ecb94.jpg,9397689159,77677429@N05,2013-07-29 22:16:44.0,Canon+EOS+5D+Mark+II,170.656299,-43.824991,"abstract:0.7150,art:0.5370,aurora:0.6550,book:0.5290,dusk:0.5730,hdr:0.6180,lunar:0.5110,minimalism:0.5030,moon:0.5110,nature:0.6550,night:0.5840,outdoor:0.9230,quirky:0.6510,rain:0.6860,storm:0.6110,surreal:0.6750,text:0.5760,texture:0.7470,water:0.5730",3200,48,3.5,24.0,124.0,2008.0,dslr,cmos,864.0,21.0,CANON,2013-07-29 22:16:44,2013,7,1,22,591488204.0,http://www.flickr.com/photos/77677429@N05/9397689159/,"1,683",0,3.96278047012e-05,POINT (170.656299 -43.824991),15922.3716422,23493.302492,442.961962697,21625.6967768
/Users/damoncrockett/Desktop/astrophotography_data/images/9397690659_3744f3a3d6.jpg,9397690659,77677429@N05,2013-07-29 22:11:38.0,Canon+EOS+5D+Mark+II,170.656299,-43.824991,"abstract:0.7690,alley:0.5510,art:0.8050,aurora:0.5010,black background:0.5330,black:0.5330,bonfire:0.6370,bright:0.5870,fire:0.6370,fireworks:0.5360,light painting:0.8050,minimalism:0.5460,nature:0.5400,neon light:0.9010,night:0.7810,outdoor:0.9340,quirky:0.8100,racing:0.5620,rain:0.8360,romantic:0.5550,sign:0.7530,sport:0.5620,street sign:0.7530,surreal:0.6800,text:0.9320,texture:0.6260,urban decay:0.5590,writing:0.5400",3200,39,3.5,24.0,124.0,2008.0,dslr,cmos,864.0,21.0,CANON,2013-07-29 22:11:38,2013,7,1,22,591487898.0,http://www.flickr.com/photos/77677429@N05/9397690659/,"1,690",0,3.96278047012e-05,POINT (170.656299 -43.824991),15922.3716422,23493.302492,442.961962697,21625.6967768
/Users/damoncrockett/Desktop/astrophotography_data/images/9397691855_fc83c62fce.jpg,9397691855,77677429@N05,2013-07-29 21:40:58.0,Canon+EOS+5D+Mark+II,170.656299,-43.824991,"aurora:0.5320,landscape:0.5230,nature:0.5320,outdoor:0.9350,shore:0.5230",3200,20,2,24.0,124.0,2008.0,dslr,cmos,864.0,21.0,CANON,2013-07-29 21:40:58,2013,7,1,21,591486058.0,http://www.flickr.com/photos/77677429@N05/9397691855/,"1,639",0,3.96278047012e-05,POINT (170.656299 -43.824991),15922.3716422,23493.302492,442.961962697,21625.6967768
/Users/damoncrockett/Desktop/astrophotography_data/images/9397691923_7dc00b2802.jpg,9397691923,77677429@N05,2013-07-29 22:01:56.0,Canon+EOS+5D+Mark+II,170.656299,-43.824991,"aerial:0.5710,dust storm:0.5120,landscape:0.5200,nature:0.5200,outdoor:0.9300,shore:0.5200,sky:0.9100",3200,30,2.8,24.0,124.0,2008.0,dslr,cmos,864.0,21.0,CANON,2013-07-29 22:01:56,2013,7,1,22,591487316.0,http://www.flickr.com/photos/77677429@N05/9397691923/,"1,736",0,3.96278047012e-05,POINT (170.656299 -43.824991),15922.3716422,23493.302492,442.961962697,21625.6967768
